Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,se_event,gene_number,db
Nucleus (GO:0005634),176/4487,3.1657238480972124e-4,1.5425005799118534,19.672872213317564,ATF2;DBR1;CCNT2;CCNT1;EHMT2;RTCA;RTKN2;JADE1;INPPL1;EHMT1;UBP1;RPL10A;GPATCH8;CDC14B;EIF4ENIF1;ALKBH1;CHEK1;CHP1;KMT5B;FAM53A;RNF111;ABT1;MBNL1;SLC30A9;TLE1;ESCO1;KMT5C;USP3;DAPK3;PRKCD;IFRD1;RECQL;ADAM10;NOSIP;PRPF4B;VRK1;ARMC8;JMJD7;THOC7;TLE6;HCFC1;MAU2;HNRNPUL1;SRFBP1;ADNP;SIK2;KIF20B;ANKRA2;HDGFL3;ANKRD17;BLM;SRCAP;TEX264;BAZ2B;GPATCH2L;PDS5B;UBE2J2;TOR1AIP1;BAG6;PRDX5;HMBOX1;RACGAP1;IRAK1;DEAF1;STK38;PATZ1;ATRIP;BPTF;CDK18;ZRANB1;LSM1;CDC7;FANCE;PTK2;AZIN1;NR2F6;MLLT10;NR4A1;STAG1;TDP2;CNOT2;AGO2;PPT1;TAF4B;GTF2IRD1;TCF3;NFE2L1;FGFR2;EIF4G1;CEP57;RPAIN;SETD5;SUV39H2;SETD2;INTS14;AKAP8L;ADAR;MED15;MYSM1;RESF1;SENP6;UBE2Q2;PPP6R3;SNAPC4;DNMT3B;ARIH2;GET1;KDM6A;EIF5A;ACTR2;SREBF1;PBRM1;CDADC1;STRADA;PABPC4;AKTIP;PPP2R5B;TRNAU1AP;OXSR1;PPRC1;REXO4;UCHL5;TOPORS;SIRT3;TAF6L;NCOR1;CREB1;SLTM;SLC25A19;ESRP1;RARB;SPOPL;DNAJC8;MOCS1;HDAC5;SGMS1;UHRF2;WBP2;DDX25;USP11;PNKP;DLST;MLLT3;CENPA;CECR2;NFS1;ARVCF;EXOSC1;NKTR;BRD4;CENPU;TCF7L2;TRMT10B;TCF7L1;RNGTT;MYEF2;MGMT;ASCC1;MCRS1;LIMK2;DONSON;MLH1;PTPN14;APTX;TARBP2;CHFR;GATAD2A;NAP1L4;RNF146;MYO1C;SRRD;TTC3;ZYX;NAA16;BCOR;TAF1,Wt1,skipping,576,GO_Cellular_Component_2023
Cytoplasmic Stress Granule (GO:0010494),9/76,0.022243844355729413,4.585880123193556,36.794373116979386,MBNL1;STAU1;RBPMS;YTHDF3;DDX25;PABPC4;GIGYF2;PUM2;EIF4G1,Wt1,skipping,576,GO_Cellular_Component_2023
Intracellular Non-Membrane-Bounded Organelle (GO:0043232),55/1195,0.022243844355729413,1.6931339865979729,13.220781428996997,SETD2;CCNT1;ADAR;MYSM1;CDC14B;EPB41L4A;SH3PXD2B;NUSAP1;LRRFIP1;CDK5RAP2;ABT1;SLC30A9;PPP1R12A;COG7;ESCO1;CEMIP2;CEP295;RBM19;RECQL;SHROOM3;VRK1;DDX50;REXO4;UCHL5;TRAF7;KIF20B;MACF1;BLM;PRKRIP1;PNKP;ASAP1;RRBP1;PDS5B;PDLIM1;SYCE2;TAF1D;RACGAP1;IRAK1;EPB41L3;EXOSC1;GCN1;E2F8;ATP8B2;MYO10;MCRS1;NOC3L;FANCE;MLH1;APTX;MZT1;FANCG;PTK2;STAG1;TTC3;TAF1,Wt1,skipping,576,GO_Cellular_Component_2023
Endoplasmic Reticulum Tubular Network (GO:0071782),5/26,0.0328381339966287,8.090651321824701,57.945981739280775,ARV1;ASPH;EMD;RTN4;RNF41,Wt1,skipping,576,GO_Cellular_Component_2023
Mitotic Spindle (GO:0072686),12/143,0.0328381339966287,3.133506577878837,21.976776556629535,IQCB1;TAF1D;NCOR1;RACGAP1;CEP295;LIMK2;NUSAP1;CDC7;SKA1;HAUS2;CLASP1;CDC14B,Wt1,skipping,576,GO_Cellular_Component_2023
Mitochondrial Matrix (GO:0005759),21/355,0.049178998945124966,2.1626476776177377,13.960864335603022,MCCC2;DLST;ALKBH7;FARS2;SIRT3;ACAT1;TBRG4;NADK2;PRDX5;MCEE;ABHD10;NFS1;SARS2;MTG2;TRMT5;DNAJA3;NDUFS1;D2HGDH;MRPL9;PCK2;TEFM,Wt1,skipping,576,GO_Cellular_Component_2023
Chromatin Modifying Enzymes R-HSA-3247509,22/238,0.0017099412924187912,3.518285371702638,46.65558668060218,ATF7IP;KDM3A;BRPF3;SETD6;MCRS1;DNMT3A;JADE1;PHF21A;MSL1;ZZZ3;NCOR1;KAT5;CARM1;KANSL3;TADA3;KMT5B;TBL1X;KMT5A;MTA3;KAT14;EZH2;KDM6A,Wt1,including,578,Reactome_2022
Cell Cycle R-HSA-1640170,40/654,0.0036449001187285127,2.27746630662485,26.8988594880319,SRC;BRCA1;PDS5B;FOXM1;PPP1CC;ORC6;HAUS8;KAT5;PRKAR2B;MIS18BP1;PPP6R3;RBBP8;KMT5A;BTRC;POLE;CLASP1;TMPO;CENPT;CENPU;UBE2I;CENPX;ESCO1;FBXW11;PPP2R5B;VRK1;HAUS6;KIF23;TERF2;CLIP1;WEE1;SHQ1;TFDP2;AKAP9;UBE2V2;MDM4;NCAPD3;ITGB3BP;RHNO1;RAD9A;MCPH1,Wt1,including,578,Reactome_2022
DNA Repair R-HSA-73894,23/310,0.008671376711108816,2.7630034215400068,28.111264634462533,UBE2I;CENPX;UBE2B;MPG;EYA2;MCRS1;ACTR5;PNKP;XRCC3;REV1;RAD23A;BRCA1;CHD1L;TERF2;FANCG;KAT5;USP1;UBE2V2;RBBP8;POLE;DTL;RHNO1;RAD9A,Wt1,including,578,Reactome_2022
"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",38/660,0.008671376711108816,2.1269501012266288,21.192914470063307,TFRC;FAM13B;GARRE1;SRC;DOCK7;ARHGAP1;ARHGAP17;UACA;ABR;PPP1CC;SYDE1;RHOT1;NCK2;PLXNA1;GIT1;CLASP1;TMPO;CENPT;CENPU;STARD8;PPP2R5B;MYO9B;MACO1;STAM;KCTD3;PTPN13;PTK2;WDR11;NISCH;ALDH3A2;NSFL1C;CCDC88A;CLIP1;FAM135A;SHKBP1;DLG5;NF2;ITGB3BP,Wt1,including,578,Reactome_2022
Regulation Of TP53 Activity R-HSA-5633007,15/157,0.008671376711108816,3.6174417731969077,35.677135428598376,PRKAA1;TBP;BRPF3;BRCA1;PRKAB1;STK11;KAT5;RBBP8;MDM4;KMT5A;TAF2;RHNO1;BANP;MAP2K6;RAD9A,Wt1,including,578,Reactome_2022
Regulation Of TP53 Activity Thru Phosphorylation R-HSA-6804756,11/90,0.008671376711108816,4.750139530730248,46.48022328802025,STK11;PRKAA1;TBP;KAT5;RBBP8;MDM4;BRCA1;PRKAB1;TAF2;RHNO1;RAD9A,Wt1,including,578,Reactome_2022
Signaling By Rho GTPases R-HSA-194315,37/644,0.008671376711108816,2.1199225304290366,20.545036014871226,TFRC;FAM13B;GARRE1;SRC;DOCK7;ARHGAP1;ARHGAP17;UACA;ABR;PPP1CC;SYDE1;NCK2;PLXNA1;GIT1;CLASP1;TMPO;CENPT;CENPU;STARD8;PPP2R5B;MYO9B;MACO1;STAM;KCTD3;PTPN13;PTK2;WDR11;NISCH;ALDH3A2;NSFL1C;CCDC88A;CLIP1;FAM135A;SHKBP1;DLG5;NF2;ITGB3BP,Wt1,including,578,Reactome_2022
Signaling By MET R-HSA-6806834,9/63,0.0095538357444287,5.6731107205623905,53.673086782424335,LAMA5;SPINT1;SRC;DOCK7;HPN;RANBP10;STAM;EPS15;PTK2,Wt1,including,578,Reactome_2022
RHO GTPase Cycle R-HSA-9012999,28/441,0.010097155846385692,2.3431741140215716,21.763092399679323,TFRC;FAM13B;GARRE1;SRC;DOCK7;ARHGAP1;ARHGAP17;UACA;ABR;SYDE1;NCK2;PLXNA1;GIT1;TMPO;STARD8;MYO9B;MACO1;STAM;KCTD3;PTPN13;WDR11;NISCH;ALDH3A2;NSFL1C;CCDC88A;FAM135A;SHKBP1;DLG5,Wt1,including,578,Reactome_2022
Transcriptional Regulation By TP53 R-HSA-3700989,24/354,0.01058917735717159,2.5063340991138827,22.895184092915223,SURF1;PRKAA1;TBP;CCNT1;BRPF3;TSC2;TNFRSF10B;CNOT10;BRCA1;PRKAB1;STK11;KAT5;TFDP2;CARM1;RBBP8;NELFB;MDM4;KMT5A;BID;TAF2;RHNO1;BANP;MAP2K6;RAD9A,Wt1,including,578,Reactome_2022
Energy Dependent Regulation Of mTOR By LKB1-AMPK R-HSA-380972,6/29,0.012570158991790337,8.847217999391912,77.72770203729398,PRKAA1;STK11;CAB39L;STRADA;TSC2;PRKAB1,Wt1,including,578,Reactome_2022
Membrane Trafficking R-HSA-199991,34/599,0.012570158991790337,2.0859513274336283,18.316976960583077,USP6NL;APP;TFRC;SRC;MIA3;PIK3C2A;SLC2A8;GGA1;CYTH2;GOLGA4;AP1G1;PPP6R3;PACSIN2;PACSIN3;EPS15;SEC31A;RAB8B;ANKRD27;DENND2A;COG2;TSC2;RAB3IL1;KIF23;EPS15L1;STAM;PUM1;PRKAB1;EPN2;RINT1;DAB2;RAB13;COPG2;VPS45;SEC24C,Wt1,including,578,Reactome_2022
RND1 GTPase Cycle R-HSA-9696273,7/42,0.013591294368034797,6.790542907180385,58.481643274124465,ALDH3A2;CCDC88A;FAM135A;TFRC;DLG5;PLXNA1;PTPN13,Wt1,including,578,Reactome_2022
Synthesis Of PIPs At Late Endosome Membrane R-HSA-1660517,4/11,0.013591294368034797,19.328023892483824,165.232566273475,VAC14;MTMR4;PIK3C2A;MTMR7,Wt1,including,578,Reactome_2022
Signal Transduction R-HSA-162582,100/2465,0.01692738514241127,1.5088414553238918,12.46357911591688,VPS29;APP;DGKD;TFRC;CCNT1;FAM13B;SPPL2B;CCNC;RBPJ;FGF5;PPP1CC;SYDE1;STK11;KAT5;BTRC;MAP3K7;TMPO;TLE1;STARD8;TSC2;KCTD3;PRKAB1;NISCH;ALDH3A2;CLIP1;SPINT1;CSNK1G2;GARRE1;HPN;ARHGAP17;MTMR4;ABR;PORCN;RHOT1;PRKAR2B;PLXNA1;RCE1;MARK3;ST3GAL3;TIA1;PTCH1;TNFRSF10B;IFT122;MACO1;STAM;PTK2;NSFL1C;CCDC88A;FAM135A;DLG5;RANBP10;NF2;FGFR2;EZH2;GPSM1;PTPRS;CAB39L;DOCK7;ARHGAP1;PTPRK;NCK2;NELFB;GIT1;TBP;CHUK;RIPK2;STRADA;PPP2R5B;EPS15L1;WDR35;NCOR1;TFDP2;NUMB;ITGB3BP;HDAC4;KANK1;LAMA5;PRKAA1;KDM3A;SRC;UACA;NRIP1;TBL1X;EPS15;MTA3;CLASP1;SH2B1;CENPT;CENPU;TCF7L2;MYO9B;PTPN12;PTPN13;MAPK12;WDR11;SHKBP1;CARM1;RPS6KB2;RGS12;LGR5,Wt1,including,578,Reactome_2022
Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,26/424,0.017257817304132474,2.2514019372223437,18.408571385639863,HDAC4;KANK1;SRC;CCNC;RBPJ;FGF5;PPP1CC;PORCN;GOLGA4;MPRIP;FIP1L1;FGFR1OP2;TBL1X;LRRFIP1;ATG7;MARK3;SEC31A;TCF7L2;CHUK;PPP2R5B;TSC2;PTPN12;NCOR1;AKAP9;RPS6KB2;FGFR2,Wt1,including,578,Reactome_2022
CDC42 GTPase Cycle R-HSA-9013148,13/149,0.022932117511872473,3.262857886517439,25.55338086986597,FAM13B;TFRC;STARD8;DOCK7;ARHGAP1;ARHGAP17;MYO9B;KCTD3;SYDE1;ABR;SHKBP1;GIT1;TMPO,Wt1,including,578,Reactome_2022
Vesicle-mediated Transport R-HSA-5653656,34/637,0.02579715847979628,1.9505597014925373,14.934870908323244,USP6NL;APP;TFRC;SRC;MIA3;PIK3C2A;SLC2A8;GGA1;CYTH2;GOLGA4;AP1G1;PPP6R3;PACSIN2;PACSIN3;EPS15;SEC31A;RAB8B;ANKRD27;DENND2A;COG2;TSC2;RAB3IL1;KIF23;EPS15L1;STAM;PUM1;PRKAB1;EPN2;RINT1;DAB2;RAB13;COPG2;VPS45;SEC24C,Wt1,including,578,Reactome_2022
Synthesis Of PIPs At Early Endosome Membrane R-HSA-1660516,4/16,0.04922544330078635,11.27177700348432,78.41208266236364,PI4K2B;VAC14;MTMR4;PIK3C2A,Wt1,including,578,Reactome_2022
Energy-dependent regulation of mTOR by LKB1-AMPK,6/17,0.004373850883177576,18.510171646535284,224.6718459686797,PRKAA1;STK11;CAB39L;STRADA;TSC2;PRKAB1,Wt1,including,578,BioPlanet_2019
Activated AMPK stimulation of fatty-acid oxidation in muscle,5/18,0.02577358044487162,13.027923211169284,117.16803436620806,PRKAA1;STK11;CAB39L;STRADA;PRKAB1,Wt1,including,578,BioPlanet_2019
PKB-mediated events,6/28,0.02577358044487162,9.249841068022887,83.18206036972884,PRKAA1;STK11;CAB39L;STRADA;TSC2;PRKAB1,Wt1,including,578,BioPlanet_2019
PIP biosynthesis at the late endosome membrane,4/10,0.02577358044487162,22.550522648083625,202.45295603926667,VAC14;MTMR4;PIK3C2A;MTMR7,Wt1,including,578,BioPlanet_2019
Interleukin-1 signaling pathway,12/125,0.044842078033222335,3.6228149723255885,29.71001551781721,UBE2F;UBE2I;UBE2B;CHUK;UBE2Q2;RIPK2;UBE2V2;BTRC;MAP3K7;MAPK12;UBE2J1;MAP2K6,Wt1,including,578,BioPlanet_2019
LKB1 signaling events,7/47,0.04679103304445795,5.940192644483362,46.87100696215411,CRTC2;PRKAA1;STK11;STRADA;TSC2;PRKAB1;MARK2,Wt1,including,578,BioPlanet_2019
PIP biosynthesis at the early endosome membrane,4/13,0.04679103304445795,15.031358885017422,117.57217232361502,PI4K2B;VAC14;MTMR4;PIK3C2A,Wt1,including,578,BioPlanet_2019
RNA Binding (GO:0003723),66/1411,0.026130390104209714,1.7325191682156134,16.50689722014711,TCERG1;RBM25;TFRC;FMR1;SPPL2B;AKAP8L;GPATCH4;BRCA1;ZCCHC17;VIRMA;PPP1CC;ALKBH1;FBRSL1;LRRFIP1;METTL16;RBM5;RARS2;SRRM2;MBNL1;TYW5;DDX11;SECISBP2;PUS1;RBM18;SPATS2;PRPF40B;ALG13;DARS2;GTPBP1;DDX50;DUS2;ILF3;SARS2;PKM;RBM47;AKAP8;ADD1;MTDH;RCC1L;MTHFSD;GANAB;UNK;TCOF1;FIP1L1;TRA2A;SAFB2;CFAP20;MARK2;SRPK2;PTCD3;TIA1;MYEF2;UBE2I;YTHDF3;KRR1;MCRS1;PYM1;UPF3B;RSRC2;PUM1;TPD52L2;APTX;ACIN1;NOL12;R3HDM1;R3HDM2,Wt1,including,578,GO_Molecular_Function_2023
RNA Polymerase II-specific DNA-binding Transcription Factor Binding (GO:0061629),18/228,0.026130390104209714,2.940612244897959,26.554213933230105,HDAC4;TCERG1;TCF7L2;TBP;SETD6;DNMT3A;RBPJ;ADD1;MTDH;NCOR1;TADA3;NRIP1;CPNE1;RBBP8;UBXN7;TACC2;TCF3;GTF2I,Wt1,including,578,GO_Molecular_Function_2023
Ubiquitin-Like Protein Transferase Activity (GO:0019787),18/240,0.026130390104209714,2.77992277992278,23.324828188558474,UBE2F;HDAC4;HACE1;UBE2I;UBE2B;FBXW11;RNF14;MGRN1;BRCA1;CHFR;TRAF7;RNF214;UBE2Q2;TTC3;MARCHF8;MDM4;BTRC;ATG5,Wt1,including,578,GO_Molecular_Function_2023
Small GTPase Binding (GO:0031267),16/199,0.026130390104209714,2.9930575812379674,25.090937288948826,USP6NL;HACE1;ANKRD27;GARRE1;DOCK7;ARHGAP1;TSC2;MYO9B;CIB1;CYRIB;GGA1;GOLGA4;AP1G1;PEX5;DNM1L;GIT1,Wt1,including,578,GO_Molecular_Function_2023
GTPase Binding (GO:0051020),17/225,0.028172501473635498,2.7992424242424243,22.63090752664592,USP6NL;HACE1;ANKRD27;GARRE1;DOCK7;ARHGAP1;TSC2;MYO9B;CIB1;CYRIB;RASIP1;GGA1;GOLGA4;AP1G1;PEX5;DNM1L;GIT1,Wt1,including,578,GO_Molecular_Function_2023
Lysine N-methyltransferase Activity (GO:0016278),5/25,0.049623767075262136,8.465095986038394,62.10171595556563,METTL22;SETD6;KMT5A;EEF1AKMT2;EZH2,Wt1,including,578,GO_Molecular_Function_2023
DNA Repair (GO:0006281),24/291,0.005333326124598156,3.1079381819656837,38.30086476902913,CENPX;UBE2B;MPG;FMR1;USP3;ACTR5;PNKP;XRCC3;RECQL;CIB1;RAD23A;BRCA1;CHD1L;PDS5B;APTX;FANCG;KAT5;ALKBH1;UBE2V2;RBBP8;KMT5B;POLE;RHNO1;RAD9A,Wt1,including,578,GO_Biological_Process_2023
Protein Modification Process (GO:0036211),43/711,0.005333326124598156,2.256483295092059,27.80009980764171,APP;PRKAA1;PTPRS;CCNT1;PPM1M;JADE1;PLOD2;PTPRK;MTMR4;MTMR7;PPP1CC;STK11;PORCN;TLK1;RCE1;BTRC;ATG7;MARK3;MARK2;ST3GAL3;ATG5;ILKAP;B3GALNT2;SRPK2;UBE2F;ATE1;UBE2I;TBP;CHUK;STRADA;FBXW11;MCRS1;PPP2R5B;VRK1;PTPN12;PTPN13;PRKAB1;ATG13;PTK2;CLK2;ILF3;CSNK1G2;TAF2,Wt1,including,578,GO_Biological_Process_2023
DNA Metabolic Process (GO:0006259),23/288,0.007992092605062515,2.9958252592214856,33.97987947320339,TCF7L2;UBE2B;MCRS1;FMR1;USP3;ACTR5;PNKP;XRCC3;RECQL;REV1;BRCA1;CHD1L;PDS5B;TERF2;FANCG;ORC6;ALKBH1;UBE2V2;RBBP8;SMARCAD1;KMT5B;POLE;RAD9A,Wt1,including,578,GO_Biological_Process_2023
Regulation Of DNA Metabolic Process (GO:0051052),14/124,0.007992092605062515,4.3579626047711155,48.634370687520594,SLF1;ESCO1;ACTR5;MCRS1;JADE1;SMC5;BRCA1;TERF2;CCDC88A;TADA3;UBE2V2;USP1;SMARCAD1;TAF2,Wt1,including,578,GO_Biological_Process_2023
Peptidyl-Lysine Modification (GO:0018205),12/94,0.007992092605062515,5.000430923037146,55.00139839296114,SENP6;HDAC4;SLF1;UBE2I;KAT5;ESCO1;NNAT;PLOD2;SMC5;PLOD1;EEF1AKMT2;SIRT3,Wt1,including,578,GO_Biological_Process_2023
Vesicle-Mediated Transport (GO:0016192),28/411,0.010732363389916651,2.530700213624496,26.618279334217355,USP6NL;APP;MGRN1;STXBP2;ARHGAP1;MIA2;MIA3;PIK3C2A;CECR2;CYTH2;GOLGA4;AP5M1;AP1G1;CPNE1;GPRASP1;ATP9B;EPS15;STX8;TSC2;RAB3IL1;EPS15L1;EPN2;BIN3;SNX16;DNAJC5;RAB13;VPS45;CSNK1G2,Wt1,including,578,GO_Biological_Process_2023
Regulation Of Organelle Organization (GO:0033043),12/100,0.010732363389916651,4.6580469000963705,48.29485526708642,USP6NL;SYDE1;RHOT1;PDCD10;ACTR5;MCRS1;AKAP9;NF2;DNM1L;MARK2;PTK2;ATG5,Wt1,including,578,GO_Biological_Process_2023
DNA Damage Response (GO:0006974),26/384,0.015996732855029634,2.5082179580600763,24.484229896712932,FMR1;PNKP;SMC5;CIB1;BRCA1;PDS5B;STK11;KAT5;ALKBH1;RBBP8;KMT5B;NAE1;BID;MAP2K6;SLF1;UBE2B;DDX11;USP3;XRCC3;RECQL;VRK1;CHD1L;FANCG;MAPK12;TRIP12;RAD9A,Wt1,including,578,GO_Biological_Process_2023
Regulation Of Cell Cycle (GO:0051726),22/298,0.015996732855029634,2.744838911479512,26.67328274001049,SRPK2;CDC123;MCRS1;ACTR5;JADE1;TSC2;RAD23A;BRCA1;PTPRK;PUM1;FOXM1;MAPK12;STK11;ZZZ3;KAT5;TADA3;RPRD1B;CCNL2;NF2;KAT14;FGFR2;MAP2K6,Wt1,including,578,GO_Biological_Process_2023
Regulation Of Embryonic Development (GO:0045995),9/62,0.016364651162279774,5.78044898365222,55.43169392205376,BAG6;ZZZ3;ACTR5;MCRS1;TADA3;TRIP12;PHLDB2;CLASP1;KAT14,Wt1,including,578,GO_Biological_Process_2023
Dephosphorylation (GO:0016311),14/147,0.020664720254393896,3.6000373273609556,33.3395823115041,PTPRS;FBXW11;PPM1M;PPP2R5B;PTPRK;PTPN12;MTMR4;PTPN13;MTMR7;PPP1CC;STK11;ACP6;BTRC;ILKAP,Wt1,including,578,GO_Biological_Process_2023
Histone Modification (GO:0016570),10/81,0.022273193349795144,4.798403094624082,43.66034218643634,HDAC4;KAT5;UBE2B;USP3;CARM1;TADA3;JADE1;TBL1X;MTA3;KAT14,Wt1,including,578,GO_Biological_Process_2023
Protein Dephosphorylation (GO:0006470),12/124,0.04683225942287004,3.6553508329126703,30.250589152822442,PPP1CC;STK11;PTPRS;FBXW11;PPM1M;PPP2R5B;PTPRK;PTPN12;MTMR4;PTPN13;MTMR7;ILKAP,Wt1,including,578,GO_Biological_Process_2023
Regulation Of Multicellular Organismal Development (GO:2000026),8/59,0.04794815986831757,5.330856553147575,43.59598207362409,BAG6;ZZZ3;BRPF3;ACTR5;MCRS1;TADA3;TRIP12;KAT14,Wt1,including,578,GO_Biological_Process_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),231/5175,1.0159574548871091e-11,1.949452309672365,60.078096681600215,VPS29;TCERG1;PANK2;TFRC;SMC5;CCNC;RBPJ;KAT5;ALKBH1;SPATA24;CPNE1;CCNL2;TMPO;SRRM2;MBNL1;ESCO1;DDX11;SLC35C2;RECQL;ARMC8;PRKAB1;NISCH;AKAP9;RHNO1;GGNBP2;STXBP2;COPS7B;SDR39U1;MTDH;UBE2J1;RAB11FIP1;DPH3;KAT14;SEC31A;SRPK2;HACE1;TIPARP;XRCC3;UPF3B;TMEM192;STAM;NTAN1;PTK2;STAG1;CDIN1;PKIG;EZH2;RPAIN;SETD5;SLC35F6;SETD6;ZBTB8OS;SNX10;MIA3;PTPRK;BRCA1;MED15;UBXN7;NELFB;GPRASP1;GABPA;APPL1;SS18;GRIPAP1;STRADA;KIF23;TERF2;SIRT3;MED22;NCOR1;MED20;MTF2;G2E3;AKAP8;GGA1;ARVCF;RNF138;USP1;MARCHF7;APBB2;TBL1X;EPS15;CENPU;SLF1;MYEF2;ATAD5;PCGF5;MCRS1;APTX;SNX16;TTC3;NBR1;TRIP12;EEF1AKMT2;CRTC2;DGKD;CCNT1;FMR1;CTNND1;JADE1;CIB1;VIRMA;PPP1CC;STK11;PAPOLA;SMARCAD1;KMT5B;TRAPPC14;KMT5A;MAP3K7;GTF2I;TLE1;FBXW11;USP3;PUS1;IPMK;TSC2;VRK1;CHD1L;ALDH3A2;CLIP1;ILF3;UBE2V2;CSNK1G2;GPATCH2L;PDS5B;BAG6;DEAF1;SAFB2;PACSIN2;RPRD1B;NAE1;BPTF;OSBPL9;UBE2F;TIA1;ANKRD27;UBE2I;UBE2B;BRPF3;PTCH1;RFXANK;MACO1;CLK4;AZIN1;CLK2;CLK1;NSFL1C;UBOX5;DAB2;P4HA1;TADA3;MDM4;NF2;TCF3;FGFR2;RAD9A;MDM1;RNF14;AKAP8L;UFSP2;FOXM1;PIK3C2A;RESF1;SENP6;AP1G1;UBE2Q2;PPP6R3;TLK1;DNM1L;METTL16;YAF2;POLE;RBM5;ILKAP;KDM6A;TBP;ACTR5;DNMT3A;PPP2R5B;RAD23A;MSL1;EPN2;METTL22;TRAF7;PKM;ELF2;TFDP2;DNAJC5;ZMYND11;GAPDH;ITGB3BP;HDAC4;LAMA5;VAC14;PRKAA1;KDM3A;RBM47;PPM1M;MGRN1;NAA20;PNKP;WIZ;CLCN3;UACA;ADD1;CECR2;GANAB;ATXN1L;NRIP1;TRA2A;RBBP8;MTA3;ATF7IP;TCF7L2;ATE1;EYA2;IRX3;TPRKB;PTPN12;PTPN13;MCOLN1;CHFR;MAPK12;WEE1;KANSL3;CARM1;ACIN1;RGS12;TAF2;SSBP4,Wt1,including,578,GO_Cellular_Component_2023
Nucleus (GO:0005634),197/4487,6.840964422042504e-9,1.8238129324743497,43.06482203123968,TCERG1;PANK2;SMC5;CCNC;RBPJ;KAT5;ALKBH1;SPATA24;CPNE1;CCNL2;TMPO;SRRM2;MBNL1;ESCO1;DDX11;RECQL;ARMC8;PRKAB1;RHNO1;GGNBP2;STXBP2;COPS7B;SDR39U1;MTDH;UBE2J1;DPH3;KAT14;SRPK2;HACE1;TIPARP;XRCC3;UPF3B;TMEM192;NTAN1;PTK2;STAG1;CDIN1;PKIG;EZH2;RPAIN;SETD5;SETD6;ZBTB8OS;SNX10;BRCA1;MED15;UBXN7;NELFB;GPRASP1;GABPA;APPL1;SS18;STRADA;KIF23;TERF2;SIRT3;MED22;NCOR1;MED20;MTF2;G2E3;AKAP8;ARVCF;RNF138;USP1;MARCHF7;APBB2;TBL1X;CENPU;SLF1;MYEF2;ATAD5;PCGF5;MCRS1;APTX;TTC3;TRIP12;EEF1AKMT2;CRTC2;DGKD;CCNT1;FMR1;CTNND1;JADE1;CIB1;VIRMA;PPP1CC;STK11;PAPOLA;SMARCAD1;KMT5B;KMT5A;MAP3K7;GTF2I;TLE1;FBXW11;USP3;PUS1;IPMK;TSC2;VRK1;CHD1L;CLIP1;ILF3;UBE2V2;CSNK1G2;GPATCH2L;PDS5B;BAG6;DEAF1;SAFB2;RPRD1B;NAE1;BPTF;UBE2F;TIA1;UBE2I;UBE2B;BRPF3;RFXANK;MACO1;CLK4;AZIN1;CLK2;CLK1;NSFL1C;UBOX5;TADA3;MDM4;NF2;TCF3;FGFR2;RAD9A;MDM1;RNF14;AKAP8L;UFSP2;FOXM1;RESF1;SENP6;UBE2Q2;PPP6R3;TLK1;METTL16;YAF2;POLE;RBM5;ILKAP;KDM6A;TBP;ACTR5;DNMT3A;PPP2R5B;RAD23A;MSL1;METTL22;PKM;ELF2;TFDP2;ZMYND11;GAPDH;ITGB3BP;HDAC4;LAMA5;PRKAA1;KDM3A;RBM47;PPM1M;MGRN1;NAA20;PNKP;WIZ;UACA;ADD1;CECR2;HAUS8;ATXN1L;NRIP1;TRA2A;RBBP8;MTA3;ATF7IP;TCF7L2;ATE1;EYA2;IRX3;TPRKB;PTPN12;PTPN13;CHFR;MAPK12;WEE1;CARM1;ACIN1;RGS12;TAF2;SSBP4,Wt1,including,578,GO_Cellular_Component_2023
ATAC Complex (GO:0140672),4/13,0.027178881525069757,15.031358885017422,117.57217232361502,ZZZ3;TADA3;MAP3K7;KAT14,Wt1,including,578,GO_Cellular_Component_2023
Intracellular Non-Membrane-Bounded Organelle (GO:0043232),55/1195,0.027178881525069757,1.6864747911844622,13.026925257759139,CCNT1;FMR1;SPPL2B;GPATCH4;BRCA1;RBPJ;FOXM1;PPP1CC;EPB41L4A;KAT5;LRRFIP1;SPG11;ESCO1;RIPK2;DDX11;RECQL;VRK1;KIF23;DDX50;SELENOO;METTL22;TRAF7;ILF3;SHQ1;AKAP9;WDFY3;GAPDH;RHNO1;KANK1;PNKP;AKAP8;PDS5B;ADD1;TCOF1;EPB41L3;ATXN1L;NRIP1;TRA2A;DEDD;SRPK2;ATP8B2;KRR1;MCRS1;PYM1;UPF3B;APTX;FANCG;PTK2;STAG1;WEE1;ZZZ3;TTC3;RGS12;NF2;NOL12,Wt1,including,578,GO_Cellular_Component_2023
Mitotic Spindle (GO:0072686),12/143,0.04560609599011994,3.1221104307717207,21.803593854200088,ATAT1;ZZZ3;NCOR1;TFDP2;HAUS8;TADA3;TRAPPC14;HAUS6;KIF23;TBL1X;KAT14;CLASP1,Wt1,including,578,GO_Cellular_Component_2023
